Agency Name,Profile URL,Website URL,Description,City,State,Employee Count,Min Project Size,Average Rating,Review Count,Industry Focus,Clients List,Common Project Size,Client Size Distribution
lodestar marketing group,https://themanifest.com/company/lodestar-marketing-group,https://www.lodestarmg.com/,"Lodestar marketing group is a media planning and buying agency. Established in 2000, the small agency is located in Mountlake Terrace, Washington. Their team provides media planning & buying, digital strategy, social media marketing, content marketing, and more.","Mountlake Terrace, WA",WA,'10 - 49,Undisclosed,,,,,,
Velocity Sellers Inc,https://themanifest.com/company/velocity-sellers,https://www.velocitysellers.com/,"Velocity Sellers Inc is an advertising company. They focus on advertising, market research, marketing strategy, social media marketing, and more and were launched in 2015. The agency is in Jericho, New York.","Jericho, NY",NY,'50 - 249,"$5,000+",,,,,,
Rebellion Group,https://themanifest.com/company/rebellion-group,https://rebelliongroup.com/,"Rebellion Group is an Advertising company. They offer Advertising, Public Relations, Social Media Marketing, Email Marketing, and more and were established in 2013. Their midsize team is Cheshire, Connecticut-based.","Cheshire, CT",CT,'50 - 249,Undisclosed,,,"Education 10%
Financial services 10%
Food & Beverage 10%
Hospitality & leisure 10%
Legal Cannabis 10%
Manufacturing 10%
Medical 10%
Non-profit 10%
Retail 10%
eCommerce 10%",,,"Small Business (<$10M) 35%
Midmarket ($10M - $1B) 35%
Enterprise (>$1B) 30%"
Custom Tents With Logo,https://themanifest.com/company/custom-tents-logo,https://customtentswithlogo.com/,"Founded in 2022, Custom Tents With Logo is an advertising company. Their small team is based in Simi Valley, California. Their team specializes in advertising, branding, social media marketing, and print design.","Simi Valley, CA",CA,'10 - 49,"$1,000+",,,"Advertising & marketing 10%
Business services 10%
Consumer products & services 10%
Education 10%
Food & Beverage 10%
Manufacturing 10%
Media 10%
Medical 10%
Other industries 10%
Retail 10%",,,"Small Business (<$10M) 50%
Midmarket ($10M - $1B) 30%
Enterprise (>$1B) 20%"
The White Whale,https://themanifest.com/company/white-whale,https://thewhitewhale.com,"Based in Clinton, Connecticut, The White Whale is a small Advertising company. Founded in 2023, the team focuses on Advertising, Branding, Search Engine Optimization, Pay Per Click, and more.","Clinton, CT",CT,'2 - 9,Undisclosed,,,,,,
Evan Rutchik,https://themanifest.com/company/evan-rutchik,https://evanrutchik.com/,"Evan Rutchik is an Advertising company founded in 2004. The firm offers Advertising, Branding, Marketing Strategy, and Mobile & App Marketing and has a small team. The firm is located in Brooklyn, New York.","Brooklyn, NY",NY,'10 - 49,Undisclosed,,,Advertising & marketing 100%,,,
Tavern Agency,https://themanifest.com/company/tavern-agency,https://tavern.agency/,"Headquartered in Brooklyn, New York, Tavern Agency is an Advertising company. The small team focuses on Advertising, Branding, Marketing Strategy, Graphic Design, and more and was launched in 2022.","Brooklyn, NY",NY,'10 - 49,"$25,000+",,,,,,
Gambel Communications,https://themanifest.com/company/gambel-communications,https://www.gambelpr.com/,"Gambel Communications is a public relations agency founded in 2009. They are based in Metairie, Louisiana and have a small team. The company focuses on public relations, branding, and marketing strategy.","Metairie, LA",LA,'10 - 49,Undisclosed,,,,,,
Mintleaf,https://themanifest.com/company/mintleaf,http://Mintleafmarketing.com/contact,"Mintleaf, a social media marketing agency, was established in 2019. Their small team is based in Portsmouth, New Hampshire. Their services include social media marketing, video production, advertising, broadcast video, and more.","Portsmouth, NH",NH,'2 - 9,"$1,000+",,,,,,"Small Business (<$10M) 60%
Midmarket ($10M - $1B) 40%"
Heinzeroth Marketing Group,https://themanifest.com/company/heinzeroth-marketing-group,http://heinzeroth.com/,"Founded in 1993, Heinzeroth Marketing Group is an advertising company. They are in Rockford, Illinois and have a small team. The firm offers advertising, content marketing, packaging design, print design, and more.","Rockford, IL",IL,'10 - 49,Undisclosed,,,"Construction 20%
Energy & natural resources 20%
Hospitality & leisure 20%
Manufacturing 20%
Retail 20%",,,"Small Business (<$10M) 25%
Midmarket ($10M - $1B) 25%
Enterprise (>$1B) 50%"
Modern Driven Media,https://themanifest.com/company/modern-driven-media,https://www.moderndrivenmedia.com/,"Modern Driven Media is a small advertising company launched in 2015. Their team provides advertising, social media marketing, email marketing, search engine optimization, and more. The company is located in Southampton, Pennsylvania.","Southampton, PA",PA,'10 - 49,"$5,000+",,,"Other industries 25%
Automotive 20%
Business services 20%
Financial services 20%
Hospitality & leisure 5%
Manufacturing 5%
Real estate 5%",,,"Small Business (<$10M) 60%
Midmarket ($10M - $1B) 30%
Enterprise (>$1B) 10%"
SP Studios,https://themanifest.com/company/sp-studios,http://spstudios.com,"SP Studios is a small graphic design agency established in 1990. Their services include graphic design, advertising, and branding. The firm is based in Princeton, New Jersey.","Princeton, NJ",NJ,'2 - 9,Undisclosed,,,,,,
SUEDE Collective,https://themanifest.com/company/suede-collective,https://thesuede.co,"SUEDE Collective is a marketing strategy company. They focus on marketing strategy, digital strategy, advertising, and branding and were established in 2017. The firm is headquartered in New York, New York.","New York, NY",NY,'2 - 9,"$5,000+",,,"Automotive 40%
Consumer products & services 30%
Other industries 20%
Business services 10%",,,Small Business (<$10M) 100%
AMW Marketing,https://themanifest.com/company/amw-marketing,http://amw-marketing.com,"AMW Marketing, an advertising company, was founded in 2002. Their small team is headquartered in Norfolk, Massachusetts. The agency provides advertising, branding, graphic design, marketing strategy, and more.","Norfolk, MA",MA,'2 - 9,"$1,000+",,,"Hospitality & leisure 15%
Education 10%
Medical 10%
Non-profit 10%
Retail 10%
Arts, entertainment & music 5%
Automotive 5%
Business services 5%
Consumer products & services 5%",,,"Small Business (<$10M) 50%
Midmarket ($10M - $1B) 50%"
VEOOZ,https://themanifest.com/company/veooz,https://veooz.com,"VEOOZ is an Orlando, Florida-based SEO company. The small company was established in 2024. Their services include search engine optimization, web development, content marketing, pay per click, and more.","Orlando, FL",FL,'10 - 49,"$5,000+",,,,,,
Hutchins FreeRange Creative,https://themanifest.com/company/hutchins-freerange-creative,http://hutchinsfreerangecreative.com/,"Hutchins FreeRange Creative is a Missoula, Montana-based advertising and branding firm. The small team focuses on advertising and branding. The firm was launched in 2002.","Missoula, MT",MT,'2 - 9,"$5,000+",,,,,,
Revenue Source,https://themanifest.com/company/revenue-source,http://revenuesource.us,"Revenue Source, an advertising company, was launched in 2017. Their small team is in Roseville, California. The firm specializes in advertising, web design, search engine optimization, and social media marketing.","Roseville, CA",CA,'2 - 9,"$5,000+",,,,,,
Adswithme,https://themanifest.com/company/adswithme-0,https://www.adswithme.com,"Adswithme , an advertising company, was established in 2019. Their small team is in Brooklyn, New York. Their services include advertising, direct marketing, event marketing & planning, and other marketing.","Brooklyn, NY",NY,'2 - 9,"$1,000+",,,,adsontruck,,
Mineral Media,https://themanifest.com/company/mineral-media,https://mineral.media,"Mineral Media is a video production company headquartered in Villa Park, Illinois. The small team focuses on video production, video marketing, corporate photography, advertising, and more. The firm was launched in 2020.","Villa Park, IL",IL,'2 - 9,"$1,000+",5,1,,,,
TheRiot Agency,https://themanifest.com/company/theriot-agency,https://www.theriot.agency,"Headquartered in Greenacres, Florida and Plymouth, Massachusetts, TheRiot Agency is an Advertising company. The small firm was launched in 2015. Their services include Advertising, Branding, Content Marketing, Digital Strategy, and more.","Greenacres, FL",FL,'10 - 49,"$5,000+",5,1,"Manufacturing 60%
Business services 10%
Financial services 10%
Medical 10%
Supply Chain, Logistics, and Transport 10%",,<$10K 1 project,"Small Business (<$10M) 25%
Midmarket ($10M - $1B) 60%
Enterprise (>$1B) 15%"
BARU Advertising,https://themanifest.com/company/baru-advertising,http://www.baru-ad.com/,"Established in 2007, BARU Advertising is an advertising company. They are based in Culver City, California and have a small team. The agency specializes in advertising, content marketing, social media marketing, and digital strategy.","Culver City, CA",CA,'10 - 49,"$5,000+",,,"Arts, entertainment & music 40%
Consumer products & services 20%
Hospitality & leisure 20%
Supply Chain, Logistics, and Transport 20%",,,"Small Business (<$10M) 20%
Midmarket ($10M - $1B) 40%
Enterprise (>$1B) 40%"
HONE Digital Marketing,https://themanifest.com/company/hone-digital-marketing,http://wearehone.com,"HONE Digital Marketing is a social media marketing firm. They are based in Lubbock, Texas and have a small team that offers social media marketing, search engine optimization, pay per click, advertising, and more. The company was founded in 2014.","Lubbock, TX",TX,'2 - 9,"$1,000+",,,"Medical 16%
eCommerce 15%
Advertising & marketing 13%
Real estate 12%
Consumer products & services 11%
Other industries 5%
Manufacturing 4%
Media 4%
Non-profit 4%",,,"Small Business (<$10M) 75%
Midmarket ($10M - $1B) 25%"
Berman Creative,https://themanifest.com/company/berman-creative,http://bermancreative.com/,"Established in 2002, Berman Creative is a branding agency. In Boston, Massachusetts, their small team provides branding, advertising, market research, social media marketing, and more.","Boston, MA",MA,'2 - 9,"$1,000+",,,"Education 20%
Gaming 20%
Information technology 20%
Media 20%
Medical 20%",,,"Small Business (<$10M) 80%
Midmarket ($10M - $1B) 10%
Enterprise (>$1B) 10%"
Munn Rabot,https://themanifest.com/company/munn-rabot,http://munnrabot.com/,"Branding company Munn Rabot was launched in 1995. Their small team is based in New York, New York. Munn Rabot focuses on branding, advertising, digital strategy, social media marketing, and more.","New York, NY",NY,'10 - 49,"$10,000+",,,"Medical 25%
Hospitality & leisure 20%
Media 20%
Financial services 15%
Automotive 10%
Telecommunications 10%",,,"Small Business (<$10M) 33%
Midmarket ($10M - $1B) 33%
Enterprise (>$1B) 34%"
Shamilan Creative,https://themanifest.com/company/shamilan-creative,http://shamliancreative.com/,"Shamilan Creative is an advertising agency based in Media, Pa. Since 1987, their team of 9 has been specializing in advertising, branding, marketing strategy, and more for large and mid-sized clients.","Media, PA",PA,'10 - 49,"$10,000+",,,"Financial services 40%
Real estate 30%
Retail 30%",Home Depot,,"Small Business (<$10M) 20%
Midmarket ($10M - $1B) 40%
Enterprise (>$1B) 40%"
Richlyn Marketing,https://themanifest.com/company/richlyn-marketing,http://richlynmarketing.com/,"Based in Nashville, Tennessee, Richlyn Marketing is an advertising company. Launched in 2007, the small team focuses on advertising, digital strategy, public relations, and social media marketing.","Nashville, TN",TN,'2 - 9,"$10,000+",,,"Arts, entertainment & music 40%
Business services 20%
Information technology 20%
Media 20%",,,
Purdie Rogers,https://themanifest.com/company/purdie-rogers,http://purdierogers.com/,"Purdie Rogers, an advertising company, was launched in 1990. The small team provides advertising, branding, marketing strategy, public relations, and more. The firm is headquartered in Seattle, Washington.","Seattle, WA",WA,'10 - 49,"$10,000+",,,"Automotive 25%
Consumer products & services 25%
Arts, entertainment & music 20%
Real estate 20%
Media 10%",,,"Small Business (<$10M) 35%
Midmarket ($10M - $1B) 45%
Enterprise (>$1B) 20%"
